date,total_revenue,new_customer_revenue,repeat_customer_revenue,new_revenue_share,repeat_revenue_share,Meta_Spend,Google_Spend,Other_Spend,total_media_spend,MER,Promos,BFCM_promo,Price_Hike,revenue_change,revenue_robust_z,anomaly
2025-05-25,1839443.98,768565.5,1070878.48,0.41782490163141583,0.5821750983685842,155993.070022,99312.22386000001,42171.93000000001,297477.223882,6.183478371875792,1,0,0,251091.45999999996,5.229962196307331,Anomaly
2025-06-01,1061194.9,519222.26,541972.64,0.48928077208060466,0.5107192279193955,116837.07999500001,53833.05820900001,31742.72,202412.85820400002,5.242724742963137,1,0,0,-778249.0800000001,-0.30348415739747325,Normal
2025-06-08,1017933.65,513327.21,504606.44,0.5042835650437532,0.4957164349562469,142515.81001100002,53714.383458000004,34187.45,230417.64346900006,4.417776497818193,0,0,0,-43261.24999999988,-0.6745,Normal
2025-06-15,1143295.36,525975.12,617320.24,0.46005182772717623,0.5399481722728237,143208.74001,57483.989324,34936.36,235629.089334,4.852097689769533,1,0,0,125361.71000000008,-0.40747330365369056,Normal
2025-06-22,1334592.9,619935.86,714657.04,0.46451308110510703,0.5354869188948931,178896.340008,67497.67666,35703.22,282097.23666800006,4.730967647055263,1,0,0,191297.5399999998,0.6745,Normal
2025-06-29,2090099.8,887816.84,1202282.96,0.4247724630182731,0.5752275369817269,319475.81,91871.574,50982.990000000005,462330.37399999995,4.520792743762062,1,0,0,755506.9000000001,5.856186617311304,Anomaly
2025-07-06,2124166.94,946988.11,1177178.83,0.44581623608170834,0.5541837639182917,255877.9,158444.49510000003,56465.94,470788.33509999997,4.511936217682213,1,0,0,34067.1399999999,7.738312008340298,Anomaly
2025-07-13,940803.46,522954.73,417848.73,0.5558597010261845,0.4441402989738154,165783.860002,67780.93082000001,36792.37,270357.160822,3.4798540461793572,1,0,0,-1183363.48,-0.3437175938123951,Normal
2025-07-20,981825.5,500285.65,481539.85,0.5095464010661772,0.49045359893382273,166002.11,69908.44104,45903.14,281813.69104,3.48395245233363,1,0,0,41022.04000000004,0.6382006158378611,Normal
2025-07-27,942688.37,511265.34,431423.03,0.5423481993312382,0.4576518006687619,141651.59998899998,67077.61254,53227.84,261957.05252899995,3.598637108255139,1,0,0,-39137.130000000005,0.0,Normal
2025-08-03,921510.25,488901.52,432608.73,0.5305437676900502,0.4694562323099499,122945.970008,54514.438754,49506.979999999996,226967.38876200002,4.060099801237541,2,0,0,-21178.119999999995,-0.34534696913872115,Normal
2025-08-10,901325.21,438365.77,462959.44,0.4863569388012569,0.5136430611987431,111968.84002,54448.87161,47516.84,213934.55163,4.2130885503658275,1,0,0,-20185.040000000037,-0.6491164170528811,Normal
2025-08-17,878142.9,414385.16,463757.74,0.47188807197552923,0.5281119280244707,116147.269997,51983.75121,33525.07,201656.091207,4.354655962752875,3,0,0,-23182.30999999994,-0.4849731630889366,Normal
2025-08-24,1061766.7,434956.02,626810.68,0.40965309987589554,0.5903469001241045,141066.07001899998,59742.95697,30234.92,231043.94698899996,4.595518358464292,3,0,0,183623.79999999993,0.6745,Normal
2025-08-31,1232116.48,483060.99,749055.49,0.3920578921239654,0.6079421078760345,111226.890019,91317.66171,19731.36,222275.91172899998,5.543184911112649,3,0,0,170349.78000000003,0.7398814756043358,Normal
2025-09-07,555449.08,260536.5,294912.58,0.4690555973195599,0.5309444026804402,46705.420020000005,30434.646819999998,11675.23,88815.29684000001,6.253979885927046,2,0,0,-676667.4,0.0,Normal
2025-09-14,542197.1,290518.61,251678.49,0.5358173439142334,0.4641826560857666,35995.12001,18869.806156000002,11769.46,66634.386166,8.136896446367423,3,0,0,-13251.979999999981,-0.06498160480799636,Normal
2025-09-21,552883.52,268174.29,284709.23,0.48504663333065157,0.5149533666693483,40691.020000000004,19627.348217000002,12087.1,72405.46821700002,7.635935981285305,3,0,0,10686.420000000042,0.07190938417730064,Normal
2025-09-28,527535.94,247444.97,280090.97,0.4690580323304608,0.5309419676695393,43211.06001,19439.461862,13402.880000000001,76053.401872,6.93638847198259,2,0,0,-25347.580000000075,0.0,Normal
2025-10-05,441959.97,220770.36,221189.61,0.4995256923381545,0.5004743076618455,37404.91000900001,16747.780998000002,10528.96,64681.651007,6.832849241157589,2,0,0,-85575.96999999997,-0.6745,Normal
2025-10-12,363426.2,182260.71,181165.49,0.5015067983541087,0.4984932016458912,32255.93002,16614.396507999998,8463.57,57333.89652799999,6.338766803029245,4,0,0,-78533.76999999996,-0.6745,Normal
2025-10-19,420959.57,182932.66,238026.91,0.4345611147407814,0.5654388852592186,32913.89001,17779.236675,7683.5599999999995,58376.686685,7.211090486712504,3,0,0,57533.369999999995,-0.14426725397650736,Normal
2025-10-26,396907.23,178668.23,218239.0,0.450151109618235,0.5498488903817651,33265.81,19036.970998999997,9087.060000000001,61389.84099899999,6.465356865909873,3,0,0,-24052.340000000026,-0.6745,Normal
2025-11-02,873421.43,231701.72,641719.71,0.26528055305444015,0.7347194469455598,34058.21,22314.943202000002,14743.18,71116.333202,12.281586953015696,1,0,0,476514.20000000007,9.830233958741125,Anomaly
2025-11-09,427503.8,211289.83,216213.97,0.4942408231225079,0.5057591768774921,32871.28001,22337.999754999997,20495.86,75705.139765,5.6469587312966505,1,0,0,-445917.63000000006,0.0,Normal
2025-11-16,411116.69,217459.34,193657.35,0.5289479733843936,0.4710520266156064,42051.679981999994,24317.338697,29244.989999999998,95614.008679,4.29975372521218,1,0,0,-16387.109999999986,-0.6815554194681522,Normal
2025-11-23,3074890.59,1123766.64,1951123.95,0.36546556929689,0.63453443070311,425656.280011,99394.07276,82934.56,607984.912771,5.057511338539038,6,1,0,2663773.9,5.132613432984786,Anomaly
2025-11-30,1875362.89,843656.17,1031706.72,0.44986289026973336,0.5501371097302666,182699.800001,92409.5086,43817.35,318926.658601,5.880232459169282,4,1,0,-1199527.7,2.517604171159919,Normal
2025-12-07,720515.76,414270.61,306245.15,0.5749639813569102,0.4250360186430898,36414.18998,17998.348437,9552.35,63964.88841700001,11.264238519464186,5,0,0,-1154847.13,1.567210188311933,Normal
2025-12-14,1026711.95,457815.25,568896.7,0.4459042772415379,0.5540957227584621,50767.050003000004,29046.343090000002,14687.09,94500.483093,10.864621178598528,5,0,0,306196.18999999994,3.784346272890282,Anomaly
2025-12-21,301396.55,152632.75,148763.8,0.5064183714113516,0.4935816285886484,27342.050019,28703.89098,7699.41,63745.350999,4.728133821158631,4,0,0,-725315.3999999999,-0.6745,Normal
2025-12-28,313408.25,166931.25,146477.0,0.5326319584758857,0.4673680415241143,22713.199989,27870.005039999996,11736.53,62319.735028999996,5.029036947191094,0,0,0,12011.700000000012,-0.5767309984647105,Normal
2026-01-04,302121.25,135385.0,166736.25,0.44811478835070356,0.5518852116492964,15776.029999,23462.014149999995,2324.41,41562.454149,7.269090725896635,0,0,1,-11287.0,-0.6745,Normal
2026-01-11,389133.75,184577.8,204555.95,0.47432997009383016,0.5256700299061698,23775.510018999998,24011.11787,2099.72,49886.347889,7.800405651378711,0,0,1,87012.5,0.07921004218032954,Normal
2026-01-18,346892.0,147620.75,199271.25,0.42555247742813324,0.5744475225718667,25014.540010999997,22559.89161,2100.0,49674.431620999996,6.983310904222818,0,0,1,-42241.75,-0.2866917670341044,Normal
2026-01-25,379989.3,175262.25,204727.05,0.4612294346182906,0.5387705653817094,24834.730003,21956.03068,14410.03,61200.790683,6.20889527339965,0,0,1,33097.29999999999,-0.07903166587224109,Normal
2026-02-01,472431.6,236278.1,236153.5,0.5001318709417406,0.49986812905825945,24979.340004,25087.85686,5062.87,55130.06686400001,8.569400090978274,0,0,1,92442.29999999999,0.04540856192292011,Normal
2026-02-08,467177.55,208451.4,258726.15,0.4461931015306707,0.5538068984693293,29232.550009,32489.93472,8206.61,69929.094729,6.680732130316835,2,0,1,-5254.049999999988,-0.04254439610386094,Normal
2026-02-15,492458.0,188481.0,303977.0,0.38273517741614516,0.6172648225838548,33307.350013999996,29678.466539999998,16558.510000000002,79544.32655399998,6.190988362516172,2,0,1,25280.45000000001,0.01833966460266817,Normal
2026-02-22,489844.56,215331.75,274512.81,0.4395920003684434,0.5604079996315566,50892.650007,29663.52652,43631.740000000005,124187.916527,3.9443818182866583,1,0,1,-2613.4400000000023,-0.018852257759544515,Normal
2026-03-01,585962.2,274209.52,311752.68,0.4679645205782899,0.5320354794217101,70397.599996,30371.125880000003,52470.44,153239.165876,3.82384096552807,1,0,1,96117.63999999996,0.0,Normal
2026-03-08,712087.08,322825.78,389261.3,0.4533515479595558,0.5466484520404443,61145.300019999995,46150.30722999999,52491.78,159787.38724999997,4.456466134500864,2,0,1,126124.88,0.08030381512729283,Normal
2026-03-15,855798.18,373580.86,482217.32,0.4365291592464008,0.5634708407535991,59947.129994,57777.6192,40174.96000000001,157899.709194,5.419884459372516,1,0,1,143711.1000000001,0.7685488933666383,Normal
2026-03-22,915211.65,411944.7,503266.95,0.450108671584327,0.549891328415673,85676.67000099999,74291.90292999998,34271.75,194240.32293099997,4.711749013746805,2,0,1,59413.46999999997,1.0580009616140988,Normal
2026-03-29,751302.0,345759.94,405542.06,0.46021432127160583,0.5397856787283942,69197.800003,65391.55893,24141.4,158730.758933,4.733184702513288,3,0,1,-163909.65000000002,-0.6417120943485838,Normal
2026-04-05,692664.96,337466.18,355198.78,0.4871997278453352,0.5128002721546648,72723.47000100001,47389.582729999995,28364.670000000002,148477.722731,4.66511034288231,2,0,1,-58637.04000000004,-2.8710924411082273,Normal
2026-04-12,808396.3,376351.26,432045.04,0.4655529224960579,0.534447077503942,84278.109996,55292.268000000004,21670.239999999998,161240.61799600002,5.013602093859839,2,0,1,115731.34000000008,-0.6745,Normal
2026-04-19,868407.8,404625.81,463781.99,0.46593986143376415,0.5340601385662358,121360.310032,80429.22386,34865.39,236654.923892,3.6695108038246746,3,0,1,60011.5,0.013443742356229015,Normal
2026-04-26,843933.52,416073.38,427860.14,0.49301677222158447,0.5069832277784155,115688.760031,111937.18277,48310.73,275936.672801,3.058431891032577,2,0,1,-24474.280000000028,-0.13556865254828965,Normal
2026-05-03,867235.06,385708.76,481526.3,0.4447568805624625,0.5552431194375375,86067.130011,103894.43581,38569.17,228530.735821,3.794828983875825,1,0,1,23301.540000000037,-0.0045009693140272075,Normal
2026-05-10,1081362.21,510316.76,571045.45,0.47192028284398807,0.5280797171560119,104768.070001,102381.35863999999,40515.08,247664.508641,4.366238085278014,1,0,1,214127.1499999999,0.024454427592167607,Normal
2026-05-17,2166122.86,942748.05,1223374.81,0.4352237204126086,0.5647762795873915,318840.92,135796.69538,81041.86,535679.47538,4.043692094910669,2,0,1,1084760.65,3.435810784219027,Anomaly
2026-05-24,2593711.86,1193088.91,1400622.95,0.4599928497840157,0.5400071502159843,199132.47,141049.99561,64582.990000000005,404765.45560999995,6.407937792248497,2,0,1,427589.0,7.172982690943384,Anomaly
2026-05-31,1073870.51,504067.46,569803.05,0.4693931487139916,0.5306068512860085,80104.6,111446.83000000002,27755.018515,219306.44851499997,4.896666364676231,2,0,1,-1519841.3499999999,-0.35771023850654793,Normal
2026-06-07,1223573.6,592639.3,630934.3,0.48435116612519263,0.5156488338748074,153327.51,129627.05000000002,24269.706377000002,307224.266377,3.982672379461499,2,0,1,149703.09000000008,0.0,Normal
2026-06-14,1171970.7,597478.7,574492.0,0.5098068577994314,0.4901931422005687,169508.31,89346.23,20291.88,279146.42,4.1984084911423905,1,0,1,-51602.90000000014,-0.08969239416752112,Normal
2026-06-21,986992.55,562531.5,424461.05,0.5699450314999844,0.4300549685000155,89156.66,58741.91,11035.740000000002,158934.31,6.210065970022458,2,0,1,-184978.1499999999,-0.37082660172056864,Normal
2026-06-28,2074630.32,971093.22,1103537.1,0.4680801252340706,0.5319198747659294,307601.94999999995,105704.54999999999,40877.95,454184.4499999999,4.567814507960368,3,0,1,1087637.77,2.83192346784553,Normal
2026-07-05,1965402.3,968228.14,997174.16,0.49263610813928527,0.5073638918607147,202924.2,105332.73,27785.78,336042.71,5.848668164829405,3,0,1,-109228.02000000002,2.7925783842173875,Normal
2026-07-12,835512.2,434972.25,400539.95,0.5206055040249562,0.47939449597504386,72602.730001,51907.33,9343.897869999999,133853.957871,6.241968584935037,0,0,1,-1129890.1,0.0,Normal
2026-07-19,740631.35,384363.0,356268.35,0.5189666897033187,0.48103331029668134,117589.47000100001,64317.60999999999,15082.149023,196989.229024,3.7597555646545824,0,0,1,-94880.84999999998,-0.4820142430873247,Normal
2026-07-26,818280.25,425621.75,392658.5,0.5201417851646792,0.47985821483532076,144468.430002,98159.9,13045.49,255673.820002,3.200485094616254,2,0,1,77648.90000000002,0.67341705023664,Normal
2026-08-02,750674.25,369821.3,380852.95,0.49265217236371167,0.5073478276362883,121218.12000000001,68555.15999999999,11346.849999999999,201120.12999999998,3.732467008648016,3,0,1,-67606.0,0.08723801689399352,Normal
2026-08-09,709623.33,381389.83,328233.5,0.5374539052993086,0.46254609470069147,75435.20999999999,56792.840000000004,16802.18,149030.22999999998,4.76160662169011,2,0,1,-41050.92000000004,,Normal
2026-08-16,682959.53,348397.71,334561.82,0.5101293630092547,0.48987063699074523,72957.4,54027.700000000004,16298.68,143283.78,4.766481802755344,1,0,1,-26663.79999999993,,Normal
2026-08-23,647094.15,343390.17,303703.98,0.5306649271979973,0.4693350728020026,98491.17,51311.61,20816.61,170619.38999999998,3.7926178847550687,0,0,1,-35865.380000000005,,Normal
2026-08-30,651685.45,318883.75,332801.7,0.4893215737745871,0.5106784262254129,74075.72,56548.96000000001,18749.19,149373.87,4.3627807862245245,2,0,1,4591.29999999993,,Normal
